Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount
UBER1119,2025-05-05,22:10,Okhla,Pitampura,7.61,Cash,4,3.4,135.17
UBER1120,2024-01-29,16:31,,Janakpuri,6.96,Cash,2,3.4,131.84
UBER1121,2025-09-12,01:16,Okhla,Greater Kailash,5.72,Cash,4,4.3,109.98
UBER1122,2025-01-05,13:11,Janakpuri,Karol Bagh,3.67,Cash,1,4.6,55.68
UBER1123,2024-02-27,06:24,Janakpuri,IGI Airport,3.63,Cash,2,3.4,49.48
UBER1124,2024-04-11,13:06,IGI Airport,Connaught Place,2.07,Cash,3,4.1,25.6
UBER1125,2024-05-06,16:19,Janakpuri,Janakpuri,3.02,Wallet,2,3.3,60.22
UBER1126,2025-08-06,13:07,Dwarka,Kalkaji,11.76,Card,1,5.0,225.22
UBER1127,2024-12-13,06:08,Dwarka,IGI Airport,27.68,Wallet,2,3.5,440.34
UBER1128,2025-06-14,06:16,Vasant Kunj,Greater Kailash,14.78,Cash,1,4.4,293.43
UBER1129,2024-09-14,02:09,Rohini,Karol Bagh,17.33,Cash,3,3.9,243.75
UBER1130,2024-10-24,04:10,Connaught Place,Rajouri Garden,9.84,Card,2,4.5,133.3
UBER1131,2025-06-13,22:25,Janakpuri,Janakpuri,8.45,Card,2,4.6,139.96
UBER1132,2024-03-01,16:42,Indraprastha,Karol Bagh,26.59,Wallet,3,4.8,504.13
UBER1133,2025-09-08,20:23,Mayur Vihar,Lajpat Nagar,11.98,Wallet,2,3.1,233.96
UBER1134,2025-12-01,11:45,Greater Kailash,Dwarka,28.18,Wallet,4,3.6,374.29
UBER1135,2024-06-29,11:06,Kalkaji,Saket,16.05,Wallet,1,4.0,261.13
UBER1136,2025-08-29,12:45,Karol Bagh,Lajpat Nagar,18.29,Card,2,3.6,307.96
UBER1137,2025-05-20,20:37,IGI Airport,IGI Airport,8.41,Wallet,4,4.0,142.52
UBER1138,2025-01-02,10:05,Hauz Khas,Chandni Chowk,6.07,Wallet,3,3.9,115.32
UBER1139,2024-01-04,12:14,Dwarka,Okhla,4.08,Cash,3,4.2,68.42
UBER1140,2024-06-20,14:26,Lajpat Nagar,Indraprastha,5.47,Card,3,3.5,90.3
UBER1141,2025-06-08,03:18,Connaught Place,Rohini,13.82,Cash,3,4.1,236.67
UBER1142,2025-01-27,07:20,Janakpuri,Rohini,13.56,Wallet,2,4.8,245.67
UBER1143,2025-07-12,23:53,IGI Airport,Lajpat Nagar,10.59,Wallet,1,3.3,168.03
UBER1144,2025-06-13,06:41,IGI Airport,Indraprastha,15.42,Wallet,1,3.7,295.09
UBER1145,2024-10-27,07:47,Rohini,Connaught Place,15.63,Wallet,3,4.1,291.46
UBER1146,2025-10-25,22:39,Okhla,Rohini,15.84,Card,3,3.7,303.19
UBER1147,2024-12-18,18:40,Kalkaji,Okhla,6.04,Cash,2,4.6,72.48
UBER1148,2025-07-04,21:50,Greater Kailash,Dwarka,24.11,Wallet,3,4.0,465.18
UBER1149,2024-04-11,05:35,IGI Airport,Rajouri Garden,23.09,Wallet,1,3.8,446.56
UBER1150,2024-08-05,09:35,Rajouri Garden,Lajpat Nagar,20.31,Card,3,4.7,285.35
UBER1151,2024-12-18,18:31,Hauz Khas,Gurugram Cyber City,14.39,Wallet,1,4.3,243.01
UBER1152,2025-01-30,09:50,Kalkaji,Noida Sector 15,9.03,Walet,4,3.1,161.64
UBER1153,2024-06-15,20:21,Okhla,Rohini,11.22,Wallet,4,3.7,169.1
UBER1154,2025-11-08,09:05,Janakpuri,Saket,14.82,Wallet,2,3.7,276.84
UBER1155,2025-01-13,11:39,Noida Sector 15,Noida Sector 15,14.41,Card,3,5.0,205.78
UBER1156,2024-04-10,16:38,Okhla,Rohini,9.85,Wallet,4,3.7,187.6
UBER1157,2025-11-08,04:08,Lajpat Nagar,Noida Sector 15,6.16,Wallet,3,4.6,122.96
UBER1158,2025-06-26,03:31,Saket,Noida Sector 15,3.46,Cash,4,4.9,63.27
UBER1159,2024-07-20,18:04,Lajpat Nagar,Karol Bagh,25.91,Card,1,4.0,
UBER1160,2025-04-14,10:33,Pitampura,Okhla,23.0,Card,4,3.9,459.4
UBER1161,2025-03-28,02:53,Janakpuri,Connaught Place,13.54,Cash,3,4.5,252.3
UBER1162,2025-06-30,04:17,Gurugram Cyber City,Vasant Kunj,11.4,Cash,4,3.2,147.67
UBER1163,2025-10-22,08:33,Indraprastha,Dwarka,29.56,Card,1,,425.04
UBER1164,2024-07-01,07:05,Dwarka,Janakpuri,10.41,Card,2,4.4,181.51
UBER1165,2024-02-14,04:27,Vasant Kunj,Pitampura,4.21,Wallet,1,3.0,77.72
UBER1166,2025-01-09,02:34,Greater Kailash,Rohini,7.66,Wallet,3,4.4,138.25
UBER1167,2024-07-02,08:39,Karol Bagh,Kalkaji,22.12,Wallet,2,4.7,433.68
UBER1168,2024-10-01,13:28,Pitampura,Dwarka,5.51,Cash,2,3.4,73.61
UBER1169,2024-11-10,20:25,Saket,Janakpuri,28.77,Wallet,1,3.8,354.46
UBER1170,2024-06-11,08:59,Noida Sector 15,Janakpuri,5.02,Wallet,2,3.5,86.35
UBER1171,2025-09-30,05:43,Kalkaji,Vasant Kunj,15.57,Card,4,4.1,285.04
UBER1172,2024-04-28,05:27,Okhla,Connaught Place,27.83,Wallet,3,4.8,525.81
UBER1173,2024-09-30,12:12,Vasant Kunj,Pitampura,15.22,Wallet,1,4.5,295.75
UBER1174,2025-05-19,11:09,Chandni Chowk,Mayur Vihar,20.39,Cash,1,3.8,403.8
UBER1175,2025-02-24,15:07,Rajouri Garden,Hauz Khas,16.52,Wallet,3,3.3,311.41
UBER1176,2024-11-09,23:31,IGI Airport,Kalkaji,24.2,Wallet,3,4.7,
UBER1177,2024-04-03,20:07,Hauz Khas,Chandni Chowk,22.47,Wallet,1,4.6,361.47
UBER1178,2025-06-17,23:36,Vasant Kunj,Okhla,26.51,Wallet,2,3.2,379.45
UBER1179,2025-09-25,18:03,Gurugram Cyber City,Rohini,19.15,Wallet,4,5.0,295.68
UBER1180,2025-09-02,14:14,Rajouri Garden,Saket,22.6,Card,1,3.6,358.99
UBER1181,2025-08-22,12:27,Chandni Chowk,Kalkaji,10.0,Wallet,1,4.2,163.14
UBER1182,2024-10-10,10:25,Indraprastha,Dwarka,3.57,Wallet,1,4.4,
UBER1183,2024-06-28,15:01,Kalkaji,Mayur Vihar,6.29,Cash,2,3.8,110.18
UBER1184,2025-05-02,03:19,Rohini,Noida Sector 15,16.89,Card,2,4.0,333.05
UBER1185,2025-11-12,03:48,Kalkaji,Chandni Chowk,16.69,Cash,1,3.9,233.43
UBER1186,2024-12-09,21:30,Hauz Khas,Greater Kailash,20.61,Card,4,3.1,264.5
UBER1187,2025-05-15,15:45,Hauz Khas,Indraprastha,21.87,Cash,4,4.2,412.38
UBER1188,2024-04-12,23:08,,Noida Sector 15,20.51,Card,2,4.6,303.26
UBER1189,2025-03-13,02:21,Saket,Chandni Chowk,4.36,Card,3,3.7,59.73
UBER1190,2024-12-24,03:42,Janakpuri,Hauz Khas,25.87,Wallet,1,3.5,460.06
UBER1191,2025-10-10,20:21,Chandni Chowk,Dwarka,24.34,Cash,1,5.0,460.97
UBER1192,2024-01-26,12:03,Janakpuri,Janakpuri,25.61,Cash,4,4.5,391.07
UBER1193,2024-11-28,12:21,Rohini,Pitampura,20.89,Cash,2,3.4,257.63
UBER1194,2025-12-08,16:56,Gurugram Cyber City,Chandni Chowk,5.69,Wallet,1,3.6,112.57
UBER1195,2025-12-20,17:32,Saket,Connaught Place,3.51,Wallet,3,4.7,50.4
UBER1196,2024-07-11,13:16,Pitampura,Mayur Vihar,20.1,Wallet,2,4.8,334.07
UBER1197,2024-05-02,07:38,Hauz Khas,Karol Bagh,26.0,Wallet,1,3.5,416.08
UBER1198,2025-01-31,18:04,Mayur Vihar,Okhla,22.15,Cash,4,3.3,317.34
UBER1199,2025-11-06,19:02,Greater Kailash,Indraprastha,5.53,Card,3,3.9,90.36
UBER1200,2024-10-23,12:04,Hauz Khas,Chandni Chowk,9.3,Cash,3,3.2,130.79
UBER1201,2024-02-02,06:38,Hauz Khas,Karol Bagh,9.47,Card,3,3.9,131.9
UBER1202,2025-03-15,12:36,Lajpat Nagar,Rohini,24.35,Cash,4,4.3,384.3
UBER1203,2025-09-16,08:56,Chandni Chowk,Karol Bagh,29.0,Card,1,3.1,359.4
UBER1204,2024-12-21,01:48,Lajpat Nagar,Okhla,11.11,Card,4,3.5,166.78
UBER1205,2024-05-28,04:33,Saket,Saket,25.54,Wallet,3,3.2,392.18
UBER1206,2025-05-02,11:36,,Dwarka,11.75,Wallet,3,3.0,180.47
UBER1207,2025-02-24,00:49,Chandni Chowk,Mayur Vihar,9.42,Cash,2,5.0,187.98
UBER1208,2024-05-03,17:26,IGI Airport,Janakpuri,16.69,Wallet,3,4.2,293.88
UBER1209,2025-06-22,16:32,Gurugram Cyber City,Greater Kailash,14.43,Cash,3,3.7,191.51
UBER1210,2024-02-13,16:00,Indraprastha,Noida Sector 15,9.91,Card,4,3.3,195.67
UBER1211,2024-01-07,16:09,Chandni Chowk,Kalkaji,5.83,Card,4,4.3,96.69
UBER1212,2024-05-21,07:01,Greater Kailash,Saket,18.12,Cash,4,3.2,344.45
UBER1213,2025-10-19,19:38,Lajpat Nagar,Mayur Vihar,24.84,Card,2,4.4,466.48
UBER1214,2025-05-17,05:02,IGI Airport,Rajouri Garden,22.62,Cash,1,4.0,445.0
UBER1215,2025-06-04,01:41,Chandni Chowk,Gurugram Cyber City,8.59,Cash,2,3.3,111.05
UBER1216,2025-11-24,01:27,Rajouri Garden,Karol Bagh,15.74,Walet,3,4.2,203.65
UBER1217,2024-02-10,07:23,Greater Kailash,Chandni Chowk,24.86,Cash,3,5.0,346.72
UBER1218,2025-11-28,13:07,Lajpat Nagar,Greater Kailash,24.66,Card,3,4.5,310.29
UBER1219,2025-08-16,09:37,Greater Kailash,Noida Sector 15,28.19,Wallet,4,3.8,525.91
UBER1220,2025-10-18,05:16,Mayur Vihar,Vasant Kunj,10.02,Card,3,3.5,191.81
UBER1221,2024-01-25,18:53,Rohini,Karol Bagh,4.8,Wallet,3,4.4,59.84
UBER1222,2024-07-19,17:02,Greater Kailash,Noida Sector 15,22.29,Card,2,3.3,383.61
UBER1223,2025-03-03,14:40,,Connaught Place,15.0,Cash,1,4.3,276.97
UBER1224,2024-07-12,06:00,Greater Kailash,Kalkaji,8.48,Wallet,4,4.1,102.16
UBER1225,2025-03-01,01:30,Janakpuri,IGI Airport,27.32,Card,1,3.8,400.81
UBER1226,2024-01-06,14:54,Lajpat Nagar,Rohini,20.29,Cash,4,4.4,279.26
UBER1227,2025-06-08,15:55,Indraprastha,Rajouri Garden,29.53,Cash,3,3.8,409.99
UBER1228,2024-09-19,07:46,Okhla,Karol Bagh,16.53,Card,2,3.3,231.32
UBER1229,2024-06-05,11:42,Kalkaji,IGI Airport,24.33,Wallet,1,3.4,366.96
UBER1230,2025-12-04,23:49,Noida Sector 15,IGI Airport,17.44,Cash,1,4.2,294.61
UBER1231,2024-10-15,00:58,Rohini,Dwarka,14.15,Cahs,3,4.5,271.25
UBER1232,2025-05-29,16:07,Rohini,Okhla,13.16,Cash,1,4.0,182.35
UBER1233,2025-01-10,07:33,Karol Bagh,Connaught Place,13.36,Wallet,1,3.3,171.4
UBER1234,2025-07-11,05:59,Saket,Dwarka,27.36,Card,1,3.1,534.16
UBER1235,2025-09-10,18:19,Dwarka,Saket,19.31,Cash,4,4.3,349.23
UBER1236,2024-01-09,16:29,Rohini,Janakpuri,5.44,Cash,2,3.4,100.41
UBER1237,2024-08-29,03:47,Rohini,Hauz Khas,18.45,Cash,3,3.9,253.07
UBER1238,2025-11-12,03:23,Pitampura,Hauz Khas,7.2,Card,1,3.0,120.66
UBER1239,2024-05-25,05:51,Greater Kailash,Connaught Place,17.13,Card,2,4.8,265.15
UBER1240,2025-07-29,02:31,,Greater Kailash,29.64,Card,2,4.8,411.46
UBER1241,2025-12-04,18:43,Karol Bagh,Mayur Vihar,18.6,Wallet,4,4.3,286.96
UBER1242,2025-12-03,17:19,Saket,Indraprastha,24.96,Wallet,4,3.8,414.26
UBER1243,2024-10-29,10:14,Gurugram Cyber City,Pitampura,17.11,Wallet,2,3.8,232.09
UBER1244,2024-11-01,06:18,Rohini,Pitampura,10.16,Card,4,3.6,126.17
UBER1245,2024-08-08,09:33,Chandni Chowk,Dwarka,8.89,Wallet,1,,165.37
UBER1246,2025-03-03,07:13,Indraprastha,Pitampura,26.54,Cash,4,4.0,446.6
UBER1247,2025-03-24,03:47,Saket,Vasant Kunj,15.92,Card,2,4.8,311.37
UBER1248,2024-01-24,21:09,Dwarka,Saket,4.44,Card,1,3.1,80.24
UBER1249,2024-11-13,10:02,Kalkaji,Rohini,2.94,Cash,3,3.0,40.26
UBER1250,2025-03-05,12:56,Rajouri Garden,Dwarka,2.84,Cash,3,3.7,37.21
UBER1251,2025-10-27,07:06,Karol Bagh,Karol Bagh,10.22,Wallet,4,3.7,130.9
UBER1252,2025-06-21,16:43,Hauz Khas,Lajpat Nagar,19.84,Wallet,1,,272.18
UBER1253,2024-05-15,02:23,Karol Bagh,Rajouri Garden,29.49,Card,2,4.0,384.8
UBER1254,2025-07-23,20:46,,Karol Bagh,12.02,Wallet,3,4.5,232.84
UBER1255,2024-06-17,11:26,Indraprastha,Okhla,11.09,Cash,1,4.4,149.23
UBER1256,2025-10-22,02:25,Kalkaji,Lajpat Nagar,19.48,Card,3,,291.35
UBER1257,2025-11-05,02:05,Vasant Kunj,Lajpat Nagar,6.85,Cash,1,4.8,85.87
UBER1258,2024-09-19,04:07,Pitampura,Rohini,11.52,Wallet,4,3.4,226.04
UBER1259,2024-10-26,09:27,Chandni Chowk,Gurugram Cyber City,12.61,Wallet,4,3.9,213.51
UBER1260,2024-01-31,12:07,,Lajpat Nagar,20.15,Card,2,3.5,263.26
UBER1261,2024-08-20,10:40,Saket,Okhla,2.35,Card,4,4.2,44.74
UBER1262,2024-07-14,12:37,Dwarka,IGI Airport,28.47,Wallet,3,4.4,358.0
UBER1263,2024-06-20,09:11,Gurugram Cyber City,Janakpuri,27.61,Card,2,4.4,427.83
UBER1264,2025-10-09,18:54,Dwarka,Rajouri Garden,21.57,Wallet,2,4.3,261.61
UBER1265,2025-05-03,11:58,Lajpat Nagar,Indraprastha,6.39,Cash,1,3.4,96.77
UBER1266,2024-05-29,05:29,IGI Airport,Karol Bagh,17.33,Wallet,2,4.5,225.99
UBER1267,2024-11-30,09:03,Saket,Hauz Khas,5.61,Card,3,4.0,106.38
UBER1268,2024-01-01,10:06,Saket,Mayur Vihar,19.79,Cash,1,3.1,322.76
UBER1269,2025-09-20,04:25,Noida Sector 15,IGI Airport,6.71,Card,2,4.5,111.47
UBER1270,2024-05-07,21:16,Noida Sector 15,Chandni Chowk,29.18,Wallet,4,4.7,378.56
UBER1271,2024-03-12,16:04,Janakpuri,Greater Kailash,12.53,Wallet,4,4.5,153.36
UBER1272,2025-08-11,10:30,Chandni Chowk,Gurugram Cyber City,14.25,Cash,2,3.8,210.15
UBER1273,2025-02-22,01:53,Greater Kailash,Connaught Place,19.44,Cash,3,4.6,324.05
UBER1274,2024-04-05,12:43,Karol Bagh,Mayur Vihar,13.12,Card,3,4.4,157.56
UBER1275,2025-06-17,22:45,IGI Airport,Noida Sector 15,24.61,Cash,3,3.3,353.57
UBER1276,2024-08-28,05:28,Rajouri Garden,Hauz Khas,19.68,Cash,2,3.1,275.35
UBER1277,2025-01-30,10:15,Mayur Vihar,Rajouri Garden,19.67,Card,2,3.8,236.36
UBER1278,2024-03-24,08:46,Janakpuri,Chandni Chowk,5.04,Wallet,2,4.7,67.96
UBER1279,2025-06-11,22:30,Connaught Place,Vasant Kunj,7.29,Card,4,4.9,101.69
UBER1280,2025-06-19,02:00,,Chandni Chowk,3.51,Card,2,4.6,53.81
UBER1281,2024-10-24,19:50,Chandni Chowk,Vasant Kunj,23.96,Cash,4,4.2,302.02
UBER1282,2024-12-08,04:22,Mayur Vihar,Hauz Khas,16.53,Wallet,4,4.0,288.31
UBER1283,2025-09-05,11:17,Indraprastha,Okhla,26.28,Card,3,4.3,462.27
UBER1284,2025-04-29,16:32,Okhla,Dwarka,4.85,Card,2,4.9,79.74
UBER1285,2024-05-30,03:21,IGI Airport,Dwarka,6.27,Card,2,3.2,119.77
UBER1286,2024-02-04,17:02,Dwarka,Hauz Khas,15.34,Card,1,4.6,287.59
UBER1287,2024-07-18,16:21,Indraprastha,Indraprastha,8.37,Card,3,4.9,118.11
UBER1288,2024-11-05,13:24,Okhla,Janakpuri,18.46,Wallet,3,4.1,
UBER1289,2025-11-18,03:45,IGI Airport,Noida Sector 15,21.44,Card,2,4.3,331.26
UBER1290,2024-07-09,07:34,Pitampura,Saket,23.5,Cash,2,4.3,431.94
UBER1291,2025-01-22,05:07,Kalkaji,Saket,19.25,Wallet,2,3.4,332.53
UBER1292,2024-05-09,14:04,Pitampura,Kalkaji,23.83,Wallet,1,4.0,302.55
UBER1293,2024-02-17,15:13,IGI Airport,Rohini,2.13,Card,4,3.3,33.78
UBER1294,2024-03-23,18:17,Kalkaji,Janakpuri,22.66,Wallet,2,4.2,365.84
UBER1295,2024-01-09,06:48,Saket,Vasant Kunj,7.2,Wallet,4,4.4,130.86
UBER1296,2025-06-23,01:55,Lajpat Nagar,Connaught Place,10.01,Cash,2,4.1,195.73
UBER1297,2025-03-27,06:56,Hauz Khas,Indraprastha,13.33,Cash,2,4.3,253.39
UBER1298,2024-04-23,10:53,Greater Kailash,Lajpat Nagar,8.44,Card,3,4.4,143.83
UBER1299,2025-08-11,05:10,Greater Kailash,Hauz Khas,250,Card,4,3.0,8000.0
UBER1300,2024-08-07,15:03,Chandni Chowk,Dwarka,10.15,Card,3,3.2,148.9
UBER1301,2024-11-22,15:33,Janakpuri,Connaught Place,3.15,Wallet,4,,51.14
UBER1302,2025-12-24,04:01,Indraprastha,Lajpat Nagar,8.47,Card,2,3.3,115.69
UBER1303,2025-11-06,13:47,Pitampura,Vasant Kunj,11.48,Cash,3,4.0,226.27
UBER1304,2025-08-01,04:46,Lajpat Nagar,Rohini,16.52,Wallet,1,4.0,252.89
UBER1305,2025-08-21,17:01,Kalkaji,Mayur Vihar,10.88,Cash,2,3.7,197.25
UBER1306,2024-04-04,08:24,Saket,Chandni Chowk,26.1,Card,3,4.1,398.55
UBER1307,2025-05-20,03:29,Janakpuri,Rohini,23.65,Card,2,4.1,296.18
UBER1308,2024-02-27,17:12,Saket,Kalkaji,22.43,Card,2,3.3,301.15
UBER1309,2025-06-25,06:55,Hauz Khas,Gurugram Cyber City,22.11,Cash,3,3.2,297.03
UBER1310,2024-08-13,03:52,Chandni Chowk,Pitampura,22.58,Wallet,4,4.3,381.18
UBER1311,2025-07-19,15:19,Rohini,Rajouri Garden,26.66,Card,1,3.7,
UBER1312,2024-05-11,21:25,Rohini,Rohini,22.15,Card,3,3.4,293.96
UBER1313,2024-07-11,05:39,Janakpuri,Kalkaji,23.94,Wallet,4,3.9,471.36
UBER1314,2025-02-22,09:26,Noida Sector 15,Karol Bagh,8.04,Wallet,2,3.4,109.71
UBER1315,2024-08-15,21:43,IGI Airport,Mayur Vihar,16.26,Card,4,3.5,273.43
UBER1316,2024-10-08,01:42,Kalkaji,Chandni Chowk,17.71,Card,3,3.3,224.47
UBER1317,2024-11-14,00:41,Pitampura,Rohini,29.35,Cash,1,4.7,498.06
UBER1318,2025-07-09,09:48,Dwarka,Janakpuri,26.71,Cash,4,4.5,366.55
UBER1319,2025-05-25,11:22,Greater Kailash,Rajouri Garden,24.11,Cash,4,3.9,457.25
UBER1320,2024-05-15,09:10,Gurugram Cyber City,Dwarka,24.02,Card,3,4.4,428.4
UBER1321,2024-09-07,15:43,Greater Kailash,IGI Airport,1.35,Wallet,1,3.0,24.07
UBER1322,2024-09-05,18:34,Rajouri Garden,Saket,17.7,Card,4,3.2,254.54
UBER1323,2024-03-31,23:33,Janakpuri,Vasant Kunj,24.26,Wallet,2,3.6,396.5
UBER1324,2024-06-19,08:59,,Kalkaji,29.46,Cash,4,4.8,561.75
UBER1325,2025-02-03,03:10,Noida Sector 15,Vasant Kunj,24.08,Walet,4,4.8,394.65
UBER1326,2025-06-17,01:48,Vasant Kunj,Janakpuri,4.21,Cash,3,3.9,80.18
UBER1327,2025-02-26,05:03,Lajpat Nagar,Mayur Vihar,26.61,Cash,1,4.8,358.66
UBER1328,2024-03-04,19:52,Greater Kailash,Noida Sector 15,16.71,Card,2,3.9,290.11
UBER1329,2024-08-15,02:38,Connaught Place,Karol Bagh,5.25,Cash,3,3.4,77.38
UBER1330,2024-11-11,23:54,Gurugram Cyber City,Greater Kailash,5.86,Wallet,4,3.2,102.34
UBER1331,2024-01-12,15:20,Hauz Khas,Janakpuri,3.52,Card,4,4.4,43.17
UBER1332,2024-10-14,13:28,IGI Airport,Gurugram Cyber City,27.21,Wallet,2,3.1,431.55
UBER1333,2025-07-11,10:51,Saket,Karol Bagh,19.28,Card,3,4.8,383.84
UBER1334,2025-05-30,03:01,Karol Bagh,Rohini,14.97,Card,1,4.1,243.67
UBER1335,2024-04-26,13:10,Chandni Chowk,Lajpat Nagar,17.35,Card,3,4.0,213.33
UBER1336,2025-11-22,12:02,,Karol Bagh,1.51,Card,2,3.2,25.62
UBER1337,2024-04-01,08:37,Vasant Kunj,Rohini,5.39,Wallet,1,3.6,70.69
UBER1338,2024-09-27,07:10,Hauz Khas,Saket,25.07,Cash,1,3.7,414.94
UBER1339,2024-09-24,14:55,Gurugram Cyber City,Kalkaji,17.92,Wallet,3,4.2,311.8
UBER1340,2024-03-04,20:34,Rajouri Garden,Kalkaji,24.48,Cahs,1,4.0,382.92
UBER1341,2025-06-20,01:05,Connaught Place,Indraprastha,10.81,Wallet,2,4.8,187.6
UBER1342,2024-05-13,04:57,Connaught Place,Lajpat Nagar,28.27,Cash,1,3.9,455.26
UBER1343,2024-04-09,14:55,Mayur Vihar,Dwarka,24.24,Card,1,3.3,452.43
UBER1344,2025-07-29,08:14,Saket,Greater Kailash,8.96,Card,1,4.8,160.48
UBER1345,2024-06-27,02:02,Connaught Place,Chandni Chowk,10.35,Cash,3,3.8,174.12
UBER1346,2024-02-23,18:21,Gurugram Cyber City,Mayur Vihar,17.86,Card,4,4.3,215.52
UBER1347,2025-04-22,16:01,Indraprastha,Vasant Kunj,29.39,Cash,2,3.2,483.09
UBER1348,2025-05-17,13:58,Saket,Okhla,28.85,Cash,1,4.6,501.0
UBER1349,2025-03-07,00:24,Mayur Vihar,Okhla,14.02,Wallet,2,3.6,236.85
UBER1350,2024-12-25,19:57,Rajouri Garden,Lajpat Nagar,1.42,Cash,3,3.5,26.11
UBER1351,2025-02-14,16:01,Lajpat Nagar,Vasant Kunj,21.65,Card,3,3.8,282.14
UBER1352,2024-11-15,17:26,Mayur Vihar,Hauz Khas,6.4,Card,1,3.0,91.1
UBER1353,2024-10-25,13:08,Chandni Chowk,Rohini,12.85,Card,3,3.0,211.74
UBER1354,2025-04-30,02:09,Saket,Hauz Khas,20.8,Card,1,4.8,
UBER1355,2025-04-30,09:54,Saket,Saket,2.87,Wallet,4,4.4,46.91
UBER1356,2025-04-21,22:14,Noida Sector 15,Rohini,27.39,Cash,2,4.4,539.87
UBER1357,2025-03-15,02:51,Lajpat Nagar,Connaught Place,10.64,Cash,3,3.7,
UBER1358,2025-12-28,16:37,IGI Airport,Kalkaji,15.76,Wallet,4,4.2,222.57
UBER1359,2025-06-03,01:57,Mayur Vihar,Chandni Chowk,13.94,Cash,3,4.1,240.78
UBER1360,2024-05-29,06:55,Noida Sector 15,Pitampura,2.99,Cash,3,4.1,
UBER1361,2025-10-16,01:06,Lajpat Nagar,Gurugram Cyber City,28.98,Wallet,4,4.9,
UBER1362,2024-12-07,22:21,Pitampura,Rohini,8.3,Cash,2,4.1,107.67
UBER1363,2025-05-23,04:27,Gurugram Cyber City,Gurugram Cyber City,26.07,Card,1,3.5,416.39
UBER1364,2024-02-17,16:39,Vasant Kunj,Pitampura,3.72,Wallet,3,3.7,67.44
UBER1365,2024-07-27,09:38,Vasant Kunj,Pitampura,7.82,Cash,4,4.2,144.34
UBER1366,2025-09-19,11:16,Gurugram Cyber City,Gurugram Cyber City,21.22,Wallet,4,3.0,310.06
UBER1367,2025-12-06,22:13,Connaught Place,Lajpat Nagar,19.79,Cash,2,3.2,311.81
UBER1368,2024-11-10,17:50,Noida Sector 15,Greater Kailash,4.63,Wallet,2,3.1,82.69
UBER1369,2025-06-16,14:56,Gurugram Cyber City,Rohini,6.81,Card,2,3.7,129.9
UBER1370,2024-09-29,10:57,Greater Kailash,Rajouri Garden,4.24,Cash,3,3.1,76.12
UBER1371,2024-05-12,17:47,Vasant Kunj,Lajpat Nagar,13.66,Cash,2,3.2,245.14
UBER1372,2024-03-30,00:28,Kalkaji,Janakpuri,8.21,Card,4,3.2,108.52
UBER1373,2024-07-10,21:04,Janakpuri,Connaught Place,1.41,Card,4,4.2,18.29
UBER1374,2024-08-01,20:18,Rajouri Garden,Okhla,19.76,Card,1,3.4,317.98
UBER1375,2025-01-06,09:37,Indraprastha,Rohini,18.38,Cash,4,4.9,291.6
UBER1376,2024-04-02,10:54,IGI Airport,Chandni Chowk,6.04,Wallet,2,3.2,93.73
UBER1377,2025-08-24,19:39,IGI Airport,Janakpuri,16.55,Cash,3,3.1,268.55
UBER1378,2025-09-08,19:23,Rohini,Chandni Chowk,18.93,Card,3,3.9,277.31
UBER1379,2025-02-10,02:20,Pitampura,Noida Sector 15,8.24,Wallet,4,3.9,163.94
UBER1380,2025-02-27,20:39,Saket,Hauz Khas,10.03,Wallet,4,3.8,
UBER1381,2024-11-29,10:35,Greater Kailash,Mayur Vihar,27.27,Cash,4,4.7,496.76
UBER1382,2025-05-18,09:19,Gurugram Cyber City,Janakpuri,20.86,Cash,2,3.1,258.67
UBER1383,2025-03-22,05:48,Pitampura,Dwarka,21.87,Card,4,3.5,431.8
UBER1384,2025-08-06,09:43,Indraprastha,Mayur Vihar,2.37,Cash,4,4.7,33.88
UBER1385,2024-05-07,10:03,Vasant Kunj,Kalkaji,23.85,Card,4,3.1,420.09
UBER1386,2025-04-12,05:35,Rajouri Garden,Pitampura,15.37,Cash,2,4.1,243.9
UBER1387,2024-02-24,13:13,Connaught Place,Okhla,23.17,Cash,2,4.3,428.94
UBER1388,2024-10-04,23:23,Rajouri Garden,Lajpat Nagar,26.35,Card,4,3.1,512.41
UBER1389,2025-06-29,17:51,Mayur Vihar,Vasant Kunj,25.89,Wallet,2,3.4,443.32
UBER1390,2025-07-01,09:07,Kalkaji,Kalkaji,22.85,Wallet,4,4.9,343.64
UBER1391,2024-09-26,05:58,Greater Kailash,Lajpat Nagar,2.79,Card,1,3.6,48.04
UBER1392,2025-10-09,19:03,Mayur Vihar,Pitampura,10.13,Wallet,4,4.2,159.84
UBER1393,2025-11-06,03:11,Kalkaji,Lajpat Nagar,18.69,Cash,4,3.8,234.57
UBER1394,2024-12-29,11:14,Rohini,IGI Airport,15.84,Cash,3,3.4,237.77
UBER1395,2024-06-01,21:16,Gurugram Cyber City,Vasant Kunj,24.32,Cash,1,3.8,386.57
UBER1396,2024-10-27,02:14,Gurugram Cyber City,Okhla,11.08,Card,1,3.5,170.13
UBER1397,2024-11-10,00:35,Rohini,Karol Bagh,27.3,Wallet,1,3.8,328.45
UBER1398,2024-01-27,01:52,Kalkaji,Rajouri Garden,16.56,Cash,1,3.1,329.2
UBER1399,2024-07-11,05:40,Hauz Khas,Dwarka,28.56,Wallet,2,4.1,438.63
